created_at,id,text_raw,source
Fri Dec 13 12:54:46 +0800 2024,5.1111E+15,​​#宇宙机器人获TGA年度游戏#有一种陈奕迅大战周杰伦然后你们的海来阿木夺冠的美感,来自福建
Fri Dec 13 12:54:14 +0800 2024,5.1111E+15,但凡换个ff7拿奖哪怕是法环dlc，再不济暗语幻想，也不至于被骂这么惨[太开心],来自福建
Fri Dec 13 12:54:12 +0800 2024,5.1111E+15,最抽象的一集,来自北京
Fri Dec 13 12:52:53 +0800 2024,5.1111E+15,Fuck[黑线],来自广东
Fri Dec 13 12:49:54 +0800 2024,5.1111E+15,哈哈哈哈哈哈哈哈[笑cry]//@小CheNg想食鸡煲 :太可怕了，猴粉要去网暴机器人粉丝了，但他们找不到机器人粉丝,来自广东
Fri Dec 13 12:49:50 +0800 2024,5.1111E+15,图片评论 http://t.cn/A6mRheQu,来自山东
Fri Dec 13 12:49:35 +0800 2024,5.1111E+15,你是说，我早上八点多就到了公司开电脑，看了快四个小时直播，到现在中午饭都没吃，就为了看山寨马里奥的4399拿年度游戏大奖？,来自广东
Fri Dec 13 12:48:50 +0800 2024,5.1111E+15,？？？？？啊？？？？？,来自江西
Fri Dec 13 12:47:03 +0800 2024,5.1111E+15,各方角逐年度游戏，最后却被个不知道哪来的小机器人摘了🍑，意难平啊[二哈],来自广东
Fri Dec 13 12:46:53 +0800 2024,5.1111E+15,搜宇宙机器人，视频才多少呀，今天要翻几番咯,来自浙江
Fri Dec 13 12:46:15 +0800 2024,5.1111E+15,he tui,来自广东
Fri Dec 13 12:45:11 +0800 2024,5.1111E+15,索尼今年真棒，强制pc玩家绑定psn账号，星鸣特攻，PS5PRO，年度游戏宇宙机器人,来自广东
Fri Dec 13 12:43:30 +0800 2024,5.1111E+15,为了索尼这点醋 专门包了顿饺子[doge],来自浙江
Fri Dec 13 12:42:24 +0800 2024,5.1111E+15,电子奶龙啊,来自北京
Fri Dec 13 12:42:09 +0800 2024,5.1111E+15,这下要给前几年骂TGA是野鸡奖的原神玩家道歉咯[哈哈],来自北京
Fri Dec 13 12:41:50 +0800 2024,5.1111E+15,评论区真的玩了宇宙机器人吗？虽然我心目中的年度是动物井,来自四川
Fri Dec 13 12:41:47 +0800 2024,5.1111E+15,这是什么游戏？？？没听说呀。。。。,来自天津
Fri Dec 13 12:40:18 +0800 2024,5.1111E+15,年度笑话,来自广东
Fri Dec 13 12:39:55 +0800 2024,5.1111E+15,金主爸爸的游戏，敢不给吗？,来自江苏
Fri Dec 13 12:39:45 +0800 2024,5.1111E+15,在 a or b中选择了or,来自重庆
Fri Dec 13 12:39:04 +0800 2024,5.1111E+15,离谱 给机器人不给黑悟空,来自安徽
Fri Dec 13 12:38:48 +0800 2024,5.1111E+15,抛开别的不说，任天堂做了一辈子这类型游戏，随随便便就被索尼盖住了，只能说，贼抽象[二哈][二哈][二哈],来自广东
Fri Dec 13 12:37:01 +0800 2024,5.1111E+15,黑幕,来自江苏
Fri Dec 13 12:35:53 +0800 2024,5.1111E+15,本来应该是星鸣特工的，结果寄了。,来自广西
Fri Dec 13 12:35:44 +0800 2024,5.1111E+15,输了可不好玩，所以我从来不会输🙏🙏,来自辽宁
Fri Dec 13 12:35:39 +0800 2024,5.1111E+15,真不如让幻兽帕鲁进奖池呢,来自浙江
Fri Dec 13 12:35:29 +0800 2024,5.1111E+15,我承认小机器人确实好玩，但是拿年度真的配吗？之前老任那么多都没拿到，这就小机器人拿到了？那老任那些怎么交代呢？,来自北京
Fri Dec 13 12:35:18 +0800 2024,5.1111E+15,？？？,来自广东
Fri Dec 13 12:35:09 +0800 2024,5.1111E+15,我的评价是不如星鸣特攻,来自上海
Fri Dec 13 12:35:07 +0800 2024,5.1111E+15,大早上准时起来看直播，最后烂尾了,来自辽宁
Fri Dec 13 12:35:07 +0800 2024,5.1111E+15,幽默,来自中国香港
Fri Dec 13 12:34:31 +0800 2024,5.1111E+15,年度最佳游戏：索尼手柄说明书 年度最佳运营：PSN绑定网游 最佳家庭游戏：索尼的单人游戏,来自上海
Fri Dec 13 12:34:18 +0800 2024,5.1111E+15,图片评论 http://t.cn/A6mRPdo6,来自黑龙江
Fri Dec 13 12:33:53 +0800 2024,5.1111E+15,转发微博 http://t.cn/A6mRPB3x,来自上海
Fri Dec 13 12:33:16 +0800 2024,5.1111E+15,神金[怒],来自广西
Fri Dec 13 12:33:05 +0800 2024,5.1111E+15,哈哈哈哈哈哈哈,来自广东
Fri Dec 13 12:32:52 +0800 2024,5.1111E+15,载入屎册,来自广西
Fri Dec 13 12:32:29 +0800 2024,5.1111E+15,太抽象了，索尼给了多少钱？,来自上海
Fri Dec 13 12:32:09 +0800 2024,5.1111E+15,虽然游戏是好游戏，但这就是ps5上的空当接龙，为了体现ps5性能做的游戏，然后融了点其他游戏的梗，这也能最佳？还不如选小丑牌,来自上海
Fri Dec 13 12:32:06 +0800 2024,5.1111E+15,蛮可悲的[允悲],来自上海
Fri Dec 13 12:32:05 +0800 2024,5.1111E+15,抽象,来自广东
Fri Dec 13 12:31:49 +0800 2024,5.1111E+15,这不是4399小游戏吗,来自河北
Fri Dec 13 12:31:21 +0800 2024,5.1111E+15,这下都得罪了,来自广东
Fri Dec 13 12:31:06 +0800 2024,5.1111E+15,转发微博,来自中国台湾
Fri Dec 13 12:30:10 +0800 2024,5.1111E+15,我的预期是 不给小机器人都接受 毕竟那种游戏送我我会玩一下 买是不可能买的 结果,来自四川
Fri Dec 13 12:29:54 +0800 2024,5.1111E+15,可能这就是缺失的那一抹奇幻色彩吧,来自浙江
Fri Dec 13 12:29:19 +0800 2024,5.1111E+15,抽象[笑cry],来自江苏
Fri Dec 13 12:28:58 +0800 2024,5.1111E+15,实至名归,来自上海
Fri Dec 13 12:27:53 +0800 2024,5.1111E+15,哥们三选一都能选到第四个去，太牛了[good],来自湖南
Fri Dec 13 12:27:28 +0800 2024,5.1111E+15,不如给星鸣特工,来自广东
Fri Dec 13 12:27:08 +0800 2024,5.1111E+15,我不知道车上坐的是谁，但是我知道黑猴黄金树rbff7在给他当司机,来自海南
Fri Dec 13 12:26:29 +0800 2024,5.1111E+15,幽默,来自日本
Fri Dec 13 12:25:47 +0800 2024,5.1111E+15,早就不玩西方的游戏了，也不抱幻想,来自广东
Fri Dec 13 12:25:21 +0800 2024,5.1111E+15,？,来自陕西
Fri Dec 13 12:25:18 +0800 2024,5.1111E+15,乐[doge]机器人配吗？,来自安徽
Fri Dec 13 12:25:04 +0800 2024,5.1111E+15,笑吐了,来自云南
Fri Dec 13 12:24:25 +0800 2024,5.1111E+15,顶级笑话,来自广西
Fri Dec 13 12:24:12 +0800 2024,5.1111E+15,[费解]好抽象啊@Sttwentyone,来自广东
Fri Dec 13 12:24:02 +0800 2024,5.1111E+15,[允悲]团队是真要哭了,来自湖北
Fri Dec 13 12:23:30 +0800 2024,5.1111E+15,笑了,来自天津
Fri Dec 13 12:23:25 +0800 2024,5.1111E+15,自己人是吧,来自湖北
Fri Dec 13 12:23:19 +0800 2024,5.1111E+15,幽默TGA，幽默索🐶,来自江苏
Fri Dec 13 12:22:56 +0800 2024,5.1111E+15,选任何对人物的都有zzzq的风险那么干脆选一个非人的吧[打call],来自辽宁
Fri Dec 13 12:22:55 +0800 2024,5.1111E+15,整笑了，给哥们整个宿舍,来自广东
Fri Dec 13 12:22:53 +0800 2024,5.1111E+15,6，招笑gta,来自上海
Fri Dec 13 12:22:47 +0800 2024,5.1111E+15,最找骂的选项,来自内蒙古
Fri Dec 13 12:22:35 +0800 2024,5.1111E+15,小机器人,来自美国
Fri Dec 13 12:22:26 +0800 2024,5.1111E+15,哦豁,来自四川
Fri Dec 13 12:21:18 +0800 2024,5.1111E+15,太棒了！我家ASTRO出息了[哇],来自广东
Fri Dec 13 12:20:54 +0800 2024,5.1111E+15,实至名归,来自广西
Fri Dec 13 12:20:29 +0800 2024,5.1111E+15,这b玩意是好玩没错，但是年度最佳真是抽象到家了,来自辽宁
Fri Dec 13 12:20:20 +0800 2024,5.1111E+15,我的评价是不如给小丑牌,来自陕西
Fri Dec 13 12:20:14 +0800 2024,5.1111E+15,闹麻了[doge],来自广西
Fri Dec 13 12:20:01 +0800 2024,5.1111E+15,这对吗,来自天津
Fri Dec 13 12:19:52 +0800 2024,5.1111E+15,哈哈哈哈哈,来自广东
Fri Dec 13 12:19:40 +0800 2024,5.1111E+15,买,来自上海
Fri Dec 13 12:19:33 +0800 2024,5.1111E+15,牛逼，明年大富翁了,来自北京
Fri Dec 13 12:19:20 +0800 2024,5.1111E+15,幽默TGA,来自广东
Fri Dec 13 12:19:06 +0800 2024,5.1111E+15,哈哈哈哈JOKE OF THE YEAR,来自上海
Tue Dec 17 12:13:12 +0800 2024,5.11254E+15,[并不简单]这能获奖，那么半条命alyx为啥连提名都没有[并不简单],来自天津
Tue Dec 17 11:55:54 +0800 2024,5.11254E+15,想想那英能获得歌手的冠军 大家是不是好受一点了？[doge],来自广西
Tue Dec 17 10:52:15 +0800 2024,5.11252E+15,[打call],来自浙江
Tue Dec 17 10:45:48 +0800 2024,5.11252E+15,幽默乐子全是乐子，什么玩意小机器人什么东西人机,来自江苏
Tue Dec 17 10:15:07 +0800 2024,5.11251E+15,@蝌蚪会考科目四吗 等你去我评论区 开个会员就能评论 别当小丑了 哈哈哈,来自浙江
Tue Dec 17 07:02:28 +0800 2024,5.11247E+15,[doge],来自安徽
Tue Dec 17 00:11:47 +0800 2024,5.11236E+15,抽象[鼓掌],来自江西
Mon Dec 16 21:56:05 +0800 2024,5.11233E+15,🍉,来自广东
Mon Dec 16 15:20:15 +0800 2024,5.11223E+15,不如选《扫雷》,来自江苏
Mon Dec 16 15:04:06 +0800 2024,5.11222E+15,只是一件一般的袈裟而已,来自浙江
Mon Dec 16 14:50:57 +0800 2024,5.11222E+15,[微笑],来自山西
Mon Dec 16 12:28:23 +0800 2024,5.11218E+15,[微笑],来自陕西
Mon Dec 16 12:12:42 +0800 2024,5.11218E+15,图片评论 http://t.cn/A6m3d7Qs,来自青海
Mon Dec 16 11:51:42 +0800 2024,5.11218E+15,招笑,来自广东
Mon Dec 16 11:17:33 +0800 2024,5.11217E+15,一个借鉴任天堂游戏马里奥派对玩法的益智游戏，还没有合家欢属性，真的是抽象到家了。,来自湖南
